"FOLIO","VIV_SEL","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"02003","08","03","04","01","2","","1","1","04","1","","3","2","028","0000342",1018
"02004","09","03","05","01","1","1","1","2","07","1","","3","2","028","0000342",1018
"02005","10","02","04","01","1","1","2","","05","1","","3","2","028","0000342",1018
"02006","11","01","01","00","1","1","2","","02","1","","3","2","028","0000342",1018
"02007","12","03","06","01","2","","1","1","04","1","","3","2","028","0000342",1018
"02008","13","03","05","00","2","","2","","05","1","","3","2","028","0000342",1018
"02009","14","01","03","00","1","1","2","","07","1","","3","2","028","0000342",1018
"02010","15","03","06","01","1","2","1","1","01","1","","3","2","028","0000342",1018
"02011","16","03","04","01","2","","2","","02","1","","3","2","028","0000342",1018
"02012","17","02","03","01","1","1","2","","08","1","","3","2","028","0000342",1018
"02013","18","02","03","01","1","1","2","","04","1","","3","2","028","0000342",1018
"02014","19","02","04","01","1","2","2","","04","1","","3","2","028","0000342",1018
"02015","20","03","04","01","2","","2","","05","1","","3","2","028","0000342",1018
"02016","01","02","04","01","2","","1","1","04","1","","1","2","031","0000343",1357
"02017","03","02","05","01","1","1","1","1","02","1","","1","2","031","0000343",1357
"02018","04","02","03","01","2","","1","1","02","1","","1","2","031","0000343",1357
"02019","05","02","04","01","2","","1","1","03","1","","1","2","031","0000343",1357
"02020","02","02","04","01","1","1","1","1","04","1","","4","2","029","0000344",1470
"02021","04","02","04","01","1","1","1","1","03","1","","4","2","029","0000344",1470
"02022","05","04","08","02","1","4","1","1","02","1","","4","2","029","0000344",1470
"02023","07","02","05","02","2","","2","","03","1","","4","2","029","0000344",1470
"02024","08","03","06","02","1","2","1","1","07","1","","4","2","029","0000344",1470
"02025","09","02","06","01","1","1","1","1","04","1","","4","2","029","0000344",1470
"02026","10","02","04","01","2","","1","1","05","1","","4","2","029","0000344",1470
"02027","11","04","06","01","1","1","1","1","04","1","","4","2","029","0000344",1470
"02028","12","02","05","01","2","","2","","01","1","","4","2","029","0000344",1470
"02029","13","03","06","02","1","2","1","1","08","1","","4","2","029","0000344",1470
"02030","14","04","06","01","1","2","1","1","06","1","","4","2","029","0000344",1470
"02031","15","01","02","00","2","","2","","02","1","","4","2","029","0000344",1470
"02032","16","03","05","01","1","1","1","1","05","1","","4","2","029","0000344",1470
"02033","17","01","02","01","2","","2","","04","1","","4","2","029","0000344",1470
"02034","19","01","03","01","1","1","1","1","01","1","","4","2","029","0000344",1470
"02035","01","02","02","01","1","1","1","1","03","1","","4","2","029","0000345",1208
"02036","02","03","05","02","1","2","1","2","02","1","","4","2","029","0000345",1208
"02037","04","02","04","01","1","2","2","","03","1","","4","2","029","0000345",1208
"02038","05","04","06","02","1","1","2","","02","1","","4","2","029","0000345",1208
"02039","06","02","04","01","1","1","2","","04","1","","4","2","029","0000345",1208
"02040","07","03","04","01","1","1","2","","04","1","","4","2","029","0000345",1208
"02041","08","01","04","00","1","1","2","","03","1","","4","2","029","0000345",1208
"02042","09","01","01","01","1","1","2","","04","1","","4","2","029","0000345",1208
"02043","10","03","05","01","1","1","2","","01","1","","4","2","029","0000345",1208
"02044","11","01","02","01","2","","2","","04","1","","4","2","029","0000345",1208
"02045","12","02","02","00","1","1","2","","06","1","","4","2","029","0000345",1208
"02046","13","01","02","00","2","","2","","03","1","","4","2","029","0000345",1208
"02047","14","03","03","01","1","1","2","","06","1","","4","2","029","0000345",1208
"02048","15","02","02","00","1","1","2","","05","1","","4","2","029","0000345",1208
"02049","16","01","02","01","1","1","2","","02","1","","4","2","029","0000345",1208
"02050","17","02","03","00","2","","2","","01","1","","4","2","029","0000345",1208
"02051","18","02","03","01","2","","2","","04","1","","4","2","029","0000345",1208
"02052","19","03","04","01","1","1","1","1","06","1","","4","2","029","0000345",1208
"02053","20","01","01","01","1","1","2","","04","1","","4","2","029","0000345",1208
"02054","01","03","04","01","1","1","2","","03","1","","4","2","029","0000346",1301
"02055","02","02","04","01","1","1","2","","02","1","","4","2","029","0000346",1301
"02056","03","02","02","01","2","","2","","01","1","","4","2","029","0000346",1301
"02057","04","02","04","01","1","1","2","","02","1","","4","2","029","0000346",1301
"02058","05","02","02","01","2","","2","","01","1","","4","2","029","0000346",1301
"02059","06","02","05","02","1","1","1","2","02","1","","4","2","029","0000346",1301
"02060","07","02","03","01","1","1","2","","05","1","","4","2","029","0000346",1301
"02061","08","03","06","01","2","","2","","01","1","","4","2","029","0000346",1301
"02062","09","03","04","01","1","1","2","","05","2","02","4","2","029","0000346",1301
"02063","10","02","03","01","2","","2","","06","1","","4","2","029","0000346",1301
"02064","11","03","04","01","2","","2","","04","1","","4","2","029","0000346",1301
"02065","12","02","03","01","2","","2","","04","1","","4","2","029","0000346",1301
"02066","14","01","02","01","1","1","2","","01","1","","4","2","029","0000346",1301
"02067","15","02","04","02","1","1","2","","03","1","","4","2","029","0000346",1301
"02068","16","02","05","01","1","1","2","","04","1","","4","2","029","0000346",1301
"02069","17","03","04","00","1","1","2","","05","1","","4","2","029","0000346",1301
"02070","19","01","04","01","1","1","2","","02","1","","4","2","029","0000346",1301
"02071","20","02","04","01","1","1","2","","04","1","","4","2","029","0000346",1301
"02072","21","03","05","01","1","2","2","","02","1","","4","2","029","0000346",1301
"02073","01","01","03","01","2","","2","","02","1","","1","3","038","0000347",666
"02074","02","03","05","03","1","1","2","","03","1","","1","3","038","0000347",666
"02075","03","02","03","01","1","2","1","1","05","1","","1","3","038","0000347",666
"02076","04","02","03","01","1","1","1","1","06","1","","1","3","038","0000347",666
"02077","05","02","03","01","2","","1","1","03","1","","1","3","038","0000347",666
"02078","02","01","03","01","1","1","2","","01","1","","1","3","039","0000348",702
"02079","04","03","05","03","1","1","1","1","03","1","","1","3","039","0000348",702
"02080","05","01","03","01","1","1","1","1","02","1","","1","3","039","0000348",702
"02081","01","02","05","01","2","","1","1","03","1","","1","3","039","0000349",587
"02082","02","02","03","02","1","1","1","1","05","1","","1","3","039","0000349",587
"02083","03","01","01","02","2","","1","1","02","1","","1","3","039","0000349",587
"02084","04","03","04","02","1","2","1","1","02","1","","1","3","039","0000349",587
"02085","01","01","03","01","2","","1","1","03","1","","1","3","039","0000350",594
"02086","02","03","05","02","1","1","1","1","02","1","","1","3","039","0000350",594
"02087","03","04","06","03","1","1","1","1","01","1","","1","3","039","0000350",594
"02088","04","01","03","01","2","","1","1","04","1","","1","3","039","0000350",594
"02089","05","02","04","01","1","1","1","1","03","1","","1","3","039","0000350",594
"02090","01","03","07","02","1","2","1","1","04","1","","1","3","040","0000351",552
"02091","02","03","05","02","1","2","1","1","04","1","","1","3","040","0000351",552
"02092","03","02","07","02","1","1","1","1","02","1","","1","3","040","0000351",552
"02093","04","03","04","02","1","1","1","1","04","1","","1","3","040","0000351",552
"02094","05","01","04","01","1","1","1","1","02","1","","1","3","040","0000351",552
"02095","02","03","04","02","2","","1","1","06","1","","1","3","038","0000352",616
"02096","03","03","04","02","2","","2","","03","1","","1","3","038","0000352",616
"02097","04","02","05","01","2","","1","1","05","1","","1","3","038","0000352",616
"02098","05","01","03","02","1","1","2","","01","1","","1","3","038","0000352",616
"02099","01","03","05","02","1","1","1","1","05","1","","1","3","040","0000353",770
"02100","04","03","07","03","1","4","1","1","04","1","","1","3","040","0000353",770
"02101","01","02","03","01","2","","1","1","06","1","","1","3","040","0000354",685
"02102","02","01","02","01","2","","1","1","02","1","","1","3","040","0000354",685
"02103","03","02","03","02","1","2","1","1","02","1","","1","3","040","0000354",685
"02104","04","02","03","01","1","1","1","1","05","1","","1","3","040","0000354",685
"02105","05","02","04","02","2","","1","1","01","1","","1","3","040","0000354",685
"02106","01","02","04","02","2","","1","1","06","1","","1","3","038","0000355",907
"02107","02","02","03","02","1","1","2","","04","1","","1","3","038","0000355",907
"02108","05","01","03","01","2","","2","","03","1","","1","3","038","0000355",907
"02109","01","01","02","01","2","","2","","01","1","","1","3","038","0000356",777
"02110","02","02","03","01","2","","1","1","03","1","","1","3","038","0000356",777
"02111","03","01","03","01","2","","1","1","03","1","","1","3","038","0000356",777
"02112","04","02","03","01","1","1","1","1","05","1","","1","3","038","0000356",777
"02113","05","02","02","01","2","","1","1","06","1","","1","3","038","0000356",777
"02114","01","02","03","01","2","","1","1","01","1","","1","3","038","0000357",527
"02115","02","02","03","01","2","","2","","04","1","","1","3","038","0000357",527
"02116","03","01","03","01","1","1","2","","03","1","","1","3","038","0000357",527
"02117","04","01","02","01","1","1","1","1","03","1","","1","3","038","0000357",527
"02118","05","02","03","01","1","2","1","1","06","1","","1","3","038","0000357",527
"02119","01","02","04","01","1","1","2","","05","1","","1","3","039","0000358",578
"02120","03","02","04","01","1","1","1","1","04","1","","1","3","039","0000358",578
"02121","04","02","03","01","2","","1","1","02","1","","1","3","039","0000358",578
"02122","05","01","03","01","2","","2","","02","1","","1","3","039","0000358",578
"02123","01","03","04","01","2","","1","1","01","1","","1","3","038","0000359",645
"02124","02","01","03","01","2","","2","","02","1","","1","3","038","0000359",645
"02125","03","01","03","02","1","1","2","","02","1","","1","3","038","0000359",645
"02126","04","03","04","01","2","","2","","04","1","","1","3","038","0000359",645
"02127","05","02","04","03","1","2","2","","02","1","","1","3","038","0000359",645
"02128","01","02","03","01","2","","1","1","04","1","","1","3","038","0000360",615
"02129","02","03","07","02","2","","1","1","08","1","","1","3","038","0000360",615
"02130","03","01","03","01","2","","1","1","05","1","","1","3","038","0000360",615
"02131","04","02","03","01","2","","1","1","03","1","","1","3","038","0000360",615
"02132","01","02","05","02","1","1","1","1","04","1","","1","3","038","0000361",860
"02133","02","02","03","01","2","","2","","02","1","","1","3","038","0000361",860
"02134","03","02","04","01","2","","1","1","04","1","","1","3","038","0000361",860
"02135","04","01","02","01","2","","2","","04","1","","1","3","038","0000361",860
"02136","05","02","04","01","2","","1","2","04","1","","1","3","038","0000361",860
"02137","01","03","06","02","1","3","1","1","03","1","","1","3","039","0000362",663
"02138","02","03","04","01","2","","1","1","05","1","","1","3","039","0000362",663
"02139","03","02","03","02","1","1","1","1","04","1","","1","3","039","0000362",663
"02140","04","01","03","01","1","1","1","1","02","1","","1","3","039","0000362",663
"02141","01","01","02","01","2","","2","","01","1","","1","3","038","0000363",821
"02142","02","01","02","01","1","1","2","","03","1","","1","3","038","0000363",821
"02143","04","04","07","03","1","3","1","1","03","1","","1","3","038","0000363",821
"02144","05","01","03","01","1","1","1","1","01","1","","1","3","038","0000363",821
"02145","01","01","02","01","2","","2","","01","1","","1","3","039","0000364",714
"02146","02","01","02","01","2","","2","","01","1","","1","3","039","0000364",714
"02147","01","02","04","01","2","","1","1","03","1","","1","3","039","0000365",565
"02148","02","02","03","01","2","","1","1","03","1","","1","3","039","0000365",565
"02149","03","01","03","01","2","","1","1","01","1","","1","3","039","0000365",565
"02150","04","02","05","01","1","1","1","1","03","1","","1","3","039","0000365",565
"02151","05","01","03","01","2","","2","","03","1","","1","3","039","0000365",565
"02152","01","02","03","02","1","1","1","1","02","1","","1","3","040","0000366",698
"02153","02","02","03","01","2","","2","","02","1","","1","3","040","0000366",698
"02154","03","02","02","01","1","2","1","1","03","1","","1","3","040","0000366",698
"02155","04","02","03","01","2","","1","1","02","1","","1","3","040","0000366",698
"02156","01","02","03","01","2","","1","1","07","2","02","1","3","038","0000367",714
"02157","02","03","03","01","1","1","1","1","04","1","","1","3","038","0000367",714
"02158","03","02","03","02","1","1","1","1","03","1","","1","3","038","0000367",714
"02159","05","02","05","01","1","1","1","1","04","1","","1","3","038","0000367",714
"02160","01","02","03","01","1","1","1","1","02","1","","1","3","038","0000368",759
"02161","02","03","04","01","2","","1","1","04","1","","1","3","038","0000368",759
"02162","03","01","03","01","1","1","1","1","02","1","","1","3","038","0000368",759
"02163","04","02","04","01","1","1","1","1","01","1","","1","3","038","0000368",759
"02164","05","01","02","01","2","","2","","01","1","","1","3","038","0000368",759
"02165","01","03","04","01","2","","1","1","05","1","","1","3","039","0000369",747
"02166","04","03","04","01","2","","1","1","04","1","","1","3","039","0000369",747
"02167","05","01","03","01","1","1","1","1","03","1","","1","3","039","0000369",747
"02168","01","02","03","01","1","1","1","1","04","1","","1","3","038","0000370",789
"02169","02","01","04","01","1","2","1","1","02","1","","1","3","038","0000370",789
"02170","03","02","04","01","2","","2","","02","1","","1","3","038","0000370",789
"02171","04","02","04","01","1","1","1","1","04","1","","1","3","038","0000370",789
"02172","05","01","02","01","1","1","2","","03","1","","1","3","038","0000370",789
"02173","01","02","05","03","1","2","1","1","05","1","","1","3","040","0000371",569
"02174","02","02","04","02","1","1","1","1","02","1","","1","3","040","0000371",569
"02175","04","02","03","02","1","2","1","1","02","1","","1","3","040","0000371",569
"02176","05","04","06","03","1","1","1","1","04","1","","1","3","040","0000371",569
"02177","01","01","02","01","2","","2","","03","1","","1","3","038","0000372",719
"02178","02","01","03","01","2","","1","1","03","1","","1","3","038","0000372",719
"02179","03","02","03","01","2","","1","1","06","1","","1","3","038","0000372",719
"02180","05","01","03","01","1","1","2","","03","1","","1","3","038","0000372",719
"02181","01","02","03","01","2","","1","1","03","1","","1","3","038","0000373",640
"02182","02","02","04","01","2","","1","1","04","1","","1","3","038","0000373",640
"02183","03","01","03","01","2","","2","","01","1","","1","3","038","0000373",640
"02184","04","02","03","01","2","","2","","02","1","","1","3","038","0000373",640
"02185","05","02","03","01","2","","2","","04","1","","1","3","038","0000373",640
"02186","01","02","05","01","1","2","2","","04","1","","1","3","038","0000374",710
"02187","02","02","04","02","1","1","2","","03","1","","1","3","038","0000374",710
"02188","03","02","04","01","1","1","1","1","05","1","","1","3","038","0000374",710
"02189","04","01","02","01","1","1","2","","04","1","","1","3","038","0000374",710
"02190","02","03","04","03","2","","1","1","03","1","","1","3","038","0000375",746
"02191","03","03","04","01","1","1","1","1","03","1","","1","3","038","0000375",746
"02192","04","03","05","01","2","","1","1","04","1","","1","3","038","0000375",746
"02193","05","01","01","01","2","","1","1","01","1","","1","3","038","0000375",746
"02194","01","02","04","02","2","","2","","04","1","","1","3","039","0000376",592
"02195","02","03","04","01","1","1","1","1","03","1","","1","3","039","0000376",592
"02196","03","03","06","03","1","1","1","1","02","1","","1","3","039","0000376",592
"02197","04","01","04","01","2","","1","2","01","1","","1","3","039","0000376",592
"02198","05","01","03","01","2","","1","1","03","1","","1","3","039","0000376",592
"02199","01","02","04","01","1","2","1","1","04","1","","1","3","039","0000377",624
"02200","02","02","04","01","1","1","1","1","02","1","","1","3","039","0000377",624
"02201","04","02","04","01","1","1","1","1","04","1","","1","3","039","0000377",624
"02202","05","02","05","01","1","2","1","1","04","1","","1","3","039","0000377",624
"02203","01","01","05","05","2","","1","1","01","1","","1","3","039","0000378",600
"02204","02","02","04","01","1","2","1","1","02","1","","1","3","039","0000378",600
"02205","03","03","05","02","1","2","1","1","03","1","","1","3","039","0000378",600
"02206","04","02","03","01","2","","1","1","02","1","","1","3","039","0000378",600
"02207","01","02","03","01","2","","1","1","06","1","","1","3","038","0000379",774
"02208","02","02","04","01","1","1","1","1","05","1","","1","3","038","0000379",774
"02209","03","03","04","01","2","","1","1","03","1","","1","3","038","0000379",774
"02210","04","01","03","02","1","1","1","1","02","1","","1","3","038","0000379",774
"02211","05","01","03","01","1","1","1","2","03","1","","1","3","038","0000379",774
"02212","01","02","02","01","1","1","1","1","03","1","","1","3","040","0000380",1009
"02213","02","02","03","02","1","1","1","1","02","1","","1","3","040","0000380",1009
"02214","03","01","03","01","1","1","1","1","01","1","","1","3","040","0000380",1009
"02215","01","02","04","01","1","1","1","1","02","1","","1","3","039","0000381",646
"02216","04","02","04","01","1","1","1","1","04","1","","1","3","039","0000381",646
"02217","05","03","04","01","2","","1","1","04","1","","1","3","039","0000381",646
"02218","01","02","03","01","1","1","1","1","02","1","","1","3","039","0000382",627
"02219","02","02","04","01","1","1","1","1","05","1","","1","3","039","0000382",627
"02220","03","02","03","01","1","1","1","1","04","1","","1","3","039","0000382",627
"02221","05","03","05","02","1","1","1","1","05","1","","1","3","039","0000382",627
"02222","01","02","03","02","1","1","1","1","02","1","","1","3","039","0000383",619
"02223","02","02","03","01","2","","1","1","02","1","","1","3","039","0000383",619
"02224","03","02","03","01","2","","1","1","03","1","","1","3","039","0000383",619
"02225","04","02","03","01","2","","1","1","03","1","","1","3","039","0000383",619
"02226","05","02","06","01","1","1","1","1","03","1","","1","3","039","0000383",619
"02227","01","01","04","01","1","1","1","1","01","1","","1","3","040","0000384",692
"02228","03","03","04","02","2","","1","1","01","1","","1","3","040","0000384",692
"02229","04","03","05","02","1","1","1","1","05","1","","1","3","040","0000384",692
"02230","05","02","03","01","1","1","1","1","02","1","","1","3","040","0000384",692
"02231","01","02","04","01","2","","1","1","02","1","","1","3","040","0000385",685
"02232","02","01","02","01","1","1","2","","02","1","","1","3","040","0000385",685
"02233","03","01","02","01","1","1","2","","02","1","","1","3","040","0000385",685
"02234","04","03","04","02","1","1","1","1","03","1","","1","3","040","0000385",685
"02235","05","02","04","01","1","1","1","1","03","1","","1","3","040","0000385",685
"02236","01","03","04","01","1","1","1","1","05","1","","1","3","040","0000386",637
"02237","02","03","04","02","1","2","1","1","02","1","","1","3","040","0000386",637
"02238","03","02","04","01","1","1","1","1","01","1","","1","3","040","0000386",637
"02239","04","04","05","03","1","3","1","1","06","1","","1","3","040","0000386",637
"02240","05","01","03","01","1","1","1","1","03","1","","1","3","040","0000386",637
"02241","01","03","04","01","1","2","1","1","03","1","","1","3","040","0000387",794
"02242","02","03","05","02","1","2","1","1","04","1","","1","3","040","0000387",794
"02243","03","02","05","02","2","","1","1","01","1","","1","3","040","0000387",794
"02244","04","01","03","02","1","1","1","1","01","1","","1","3","040","0000387",794
"02245","05","03","04","02","1","1","1","1","03","1","","1","3","040","0000387",794
"02246","02","01","02","01","2","","1","1","01","1","","1","3","038","0000388",698
"02247","03","02","06","02","1","1","1","1","04","1","","1","3","038","0000388",698
"02248","04","01","02","01","1","1","2","","02","1","","1","3","038","0000388",698
"02249","05","02","04","01","1","1","1","1","04","1","","1","3","038","0000388",698
"02250","01","02","04","01","1","1","2","","03","1","","1","3","038","0000389",1023
"02251","02","02","03","01","2","","2","","02","1","","1","3","038","0000389",1023
"02252","03","02","04","01","1","1","1","1","04","1","","1","3","038","0000389",1023
"02253","04","02","04","01","2","","1","1","03","1","","1","3","038","0000389",1023
"02254","05","02","03","01","2","","2","","02","1","","1","3","038","0000389",1023
"02255","01","02","03","01","1","1","1","1","04","1","","2","3","035","0000390",578
"02256","02","02","04","01","1","2","1","1","02","1","","2","3","035","0000390",578
"02257","03","01","03","01","1","1","1","1","04","1","","2","3","035","0000390",578
"02258","04","01","02","01","2","","1","2","05","1","","2","3","035","0000390",578
"02259","05","01","02","01","2","","2","","06","1","","2","3","035","0000390",578
"02260","06","02","03","01","2","","2","","06","1","","2","3","035","0000390",578
"02261","07","02","05","01","1","1","1","1","02","1","","2","3","035","0000390",578
"02262","08","02","04","01","1","1","1","1","05","1","","2","3","035","0000390",578
"02263","09","01","03","01","2","","2","","03","1","","2","3","035","0000390",578
"02264","10","02","03","01","1","1","1","1","02","1","","2","3","035","0000390",578
"02265","11","02","03","01","2","","2","","07","1","","2","3","035","0000390",578
"02266","12","02","04","01","2","","2","","02","1","","2","3","035","0000390",578
"02267","13","01","02","01","2","","2","","03","1","","2","3","035","0000390",578
"02268","14","02","03","01","2","","1","1","02","1","","2","3","035","0000390",578
"02269","15","01","03","01","2","","2","","01","1","","2","3","035","0000390",578
"02270","16","01","02","01","2","","2","","02","1","","2","3","035","0000390",578
"02271","17","01","02","01","2","","1","2","02","1","","2","3","035","0000390",578
"02272","18","01","02","01","1","1","1","2","01","1","","2","3","035","0000390",578
"02273","19","01","02","01","2","","2","","01","1","","2","3","035","0000390",578
"02274","01","02","03","00","2","","1","2","04","1","","2","3","035","0000391",2281
"02275","02","03","04","01","2","","1","1","04","1","","2","3","035","0000391",2281
"02276","03","05","06","02","1","3","1","1","05","1","","2","3","035","0000391",2281
"02277","04","02","04","01","1","1","1","1","02","1","","2","3","035","0000391",2281
"02278","05","02","03","02","1","2","1","1","04","1","","2","3","035","0000391",2281
"02279","06","01","02","01","2","","2","","02","1","","2","3","035","0000391",2281
"02280","07","01","03","01","1","1","1","1","03","1","","2","3","035","0000391",2281
"02281","08","02","03","01","2","","1","2","04","1","","2","3","035","0000391",2281
"02282","09","02","03","01","2","","1","1","04","1","","2","3","035","0000391",2281
"02283","10","01","03","01","2","","2","","02","1","","2","3","035","0000391",2281
"02284","11","02","03","01","2","","2","","06","2","02","2","3","035","0000391",2281
"02285","12","01","03","01","1","1","1","2","01","1","","2","3","035","0000391",2281
"02286","13","01","02","01","1","1","2","","04","1","","2","3","035","0000391",2281
"02287","14","01","03","01","2","","2","","02","1","","2","3","035","0000391",2281
"02288","15","01","04","01","1","2","2","","02","1","","2","3","035","0000391",2281
"02289","16","02","03","01","2","","2","","03","1","","2","3","035","0000391",2281
"02290","18","01","01","01","2","","1","1","03","1","","2","3","035","0000391",2281
"02291","19","01","02","01","2","","2","","04","1","","2","3","035","0000391",2281
"02292","20","02","03","01","2","","1","1","04","1","","2","3","035","0000391",2281
"02293","01","01","03","00","2","","1","1","04","1","","3","3","036","0000392",492
"02294","02","01","03","01","1","1","1","2","04","1","","3","3","036","0000392",492
"02295","03","03","05","02","2","","2","","02","1","","3","3","036","0000392",492
"02296","04","01","02","01","1","1","1","1","02","1","","3","3","036","0000392",492
"02297","05","01","02","01","2","","2","","04","1","","3","3","036","0000392",492
"02298","08","01","05","02","1","1","1","1","02","1","","3","3","036","0000392",492
"02299","09","01","02","01","2","","2","","01","1","","3","3","036","0000392",492
"02300","10","02","04","02","2","","1","1","03","1","","3","3","036","0000392",492
"02301","11","01","03","01","2","","2","","01","1","","3","3","036","0000392",492
"02302","12","01","02","01","2","","2","","01","1","","3","3","036","0000392",492
"02303","14","01","06","01","2","","2","","03","1","","3","3","036","0000392",492
"02304","15","03","04","02","1","2","1","1","04","1","","3","3","036","0000392",492
"02305","16","01","02","01","2","","1","1","04","1","","3","3","036","0000392",492
"02306","17","01","02","01","2","","2","","04","1","","3","3","036","0000392",492
"02307","18","02","03","01","1","2","1","1","06","1","","3","3","036","0000392",492
"02308","20","02","03","01","1","1","2","","02","1","","3","3","036","0000392",492
"02309","01","01","02","00","2","","2","","01","1","","3","3","036","0000393",541
"02310","02","01","03","01","2","","1","1","04","1","","3","3","036","0000393",541
"02311","03","01","02","01","2","","2","","02","1","","3","3","036","0000393",541
"02312","04","02","04","01","2","","2","","04","1","","3","3","036","0000393",541
"02313","05","01","02","01","2","","1","1","03","1","","3","3","036","0000393",541
"02314","06","02","04","01","2","","2","","03","1","","3","3","036","0000393",541
"02315","07","01","02","01","2","","2","","06","1","","3","3","036","0000393",541
"02316","09","03","04","01","2","","1","1","02","1","","3","3","036","0000393",541
"02317","10","03","04","03","1","1","1","1","03","1","","3","3","036","0000393",541
"02318","11","01","03","01","2","","1","1","02","1","","3","3","036","0000393",541
"02319","12","02","03","01","2","","2","","02","1","","3","3","036","0000393",541
"02320","13","01","03","01","2","","1","1","03","1","","3","3","036","0000393",541
"02321","14","02","03","01","2","","1","1","03","1","","3","3","036","0000393",541
"02322","15","02","05","01","1","1","1","1","04","1","","3","3","036","0000393",541
"02323","16","02","03","01","2","","2","","04","1","","3","3","036","0000393",541
"02324","17","04","07","02","1","1","1","1","06","1","","3","3","036","0000393",541
"02325","18","01","02","01","1","1","1","1","03","1","","3","3","036","0000393",541
"02326","19","02","03","01","2","","2","","07","1","","3","3","036","0000393",541
"02327","20","02","03","01","2","","2","","03","1","","3","3","036","0000393",541
"02328","01","03","05","01","1","1","1","1","04","1","","3","3","036","0000394",434
"02329","02","02","04","02","1","2","1","1","04","1","","3","3","036","0000394",434
"02330","03","02","02","01","2","","1","2","03","1","","3","3","036","0000394",434
"02331","04","02","03","01","1","1","2","","02","1","","3","3","036","0000394",434
"02332","05","02","03","01","2","","2","","04","1","","3","3","036","0000394",434
"02333","06","01","02","04","1","1","1","1","03","1","","3","3","036","0000394",434
"02334","07","01","03","01","2","","2","","02","1","","3","3","036","0000394",434
"02335","08","02","04","01","1","1","1","1","03","1","","3","3","036","0000394",434
"02336","09","03","04","01","1","1","1","1","01","1","","3","3","036","0000394",434
"02337","10","03","05","02","1","1","1","1","03","1","","3","3","036","0000394",434
"02338","11","02","03","01","2","","1","1","04","1","","3","3","036","0000394",434
"02339","12","01","02","01","2","","2","","05","1","","3","3","036","0000394",434
"02340","13","02","03","01","2","","2","","02","1","","3","3","036","0000394",434
"02341","14","01","02","01","1","1","2","","02","1","","3","3","036","0000394",434
"02342","15","05","07","01","1","1","1","1","14","1","","3","3","036","0000394",434
"02343","16","03","04","01","1","1","2","","08","2","02","3","3","036","0000394",434
"02344","17","02","05","02","1","3","1","1","04","1","","3","3","036","0000394",434
"02345","18","03","04","01","2","","1","1","04","1","","3","3","036","0000394",434
"02346","19","02","05","01","1","2","1","1","04","1","","3","3","036","0000394",434
"02347","20","02","06","02","2","","2","","03","1","","3","3","036","0000394",434
"02348","01","02","03","01","2","","1","2","03","1","","4","3","037","0000395",578
"02349","02","02","04","01","1","1","2","","03","1","","4","3","037","0000395",578
"02350","03","01","03","01","2","","2","","02","1","","4","3","037","0000395",578
"02351","04","01","04","01","2","","1","2","03","1","","4","3","037","0000395",578
"02352","05","02","03","01","2","","1","2","02","1","","4","3","037","0000395",578
"02353","06","02","03","01","2","","2","","04","1","","4","3","037","0000395",578
"02354","07","01","02","01","2","","2","","02","1","","4","3","037","0000395",578
"02355","08","02","04","01","2","","2","","02","1","","4","3","037","0000395",578
"02356","09","02","04","01","1","2","1","1","03","1","","4","3","037","0000395",578
"02357","10","02","03","01","1","1","1","1","04","1","","4","3","037","0000395",578
"02358","11","01","02","01","1","1","1","1","02","1","","4","3","037","0000395",578
"02359","12","02","03","01","1","1","1","1","06","1","","4","3","037","0000395",578
"02360","13","02","03","01","2","","1","1","04","1","","4","3","037","0000395",578
"02361","14","03","05","01","2","","1","1","03","1","","4","3","037","0000395",578
"02362","15","01","01","01","2","","2","","04","1","","4","3","037","0000395",578
"02363","17","02","04","01","2","","2","","03","1","","4","3","037","0000395",578
"02364","18","01","02","01","2","","2","","02","1","","4","3","037","0000395",578
"02365","19","02","04","00","2","","1","1","08","1","","4","3","037","0000395",578
"02366","20","01","03","02","1","1","1","1","02","1","","4","3","037","0000395",578
"02367","01","01","01","01","2","","1","2","06","1","","4","3","037","0000396",602
"02368","02","02","03","02","1","1","2","","02","1","","4","3","037","0000396",602
"02369","03","02","04","02","1","1","1","1","02","1","","4","3","037","0000396",602
"02370","04","03","03","01","2","","2","","06","1","","4","3","037","0000396",602
"02371","05","01","02","01","2","","2","","04","1","","4","3","037","0000396",602
"02372","06","01","03","01","1","1","2","","01","1","","4","3","037","0000396",602
"02373","07","02","03","01","2","","2","","01","1","","4","3","037","0000396",602
"02374","08","01","03","01","1","1","2","","01","1","","4","3","037","0000396",602
"02375","09","03","04","01","1","2","1","1","05","1","","4","3","037","0000396",602
"02376","10","02","03","01","1","1","1","1","05","1","","4","3","037","0000396",602
"02377","11","03","04","01","2","","1","1","05","1","","4","3","037","0000396",602
"02378","12","02","03","01","1","2","2","","04","1","","4","3","037","0000396",602
"02379","13","02","03","01","1","1","2","","04","1","","4","3","037","0000396",602
"02380","14","01","05","01","1","1","1","2","03","1","","4","3","037","0000396",602
"02381","16","02","03","01","2","","2","","03","1","","4","3","037","0000396",602
"02382","17","01","02","01","2","","2","","02","1","","4","3","037","0000396",602
"02383","18","02","03","01","2","","2","","06","1","","4","3","037","0000396",602
